slug,field,new_value,historical_value,abs_diff,matches
shakespeare,token_count,988670,988670,0.0,True
shakespeare,vocab_size,24458,24458,0.0,True
shakespeare,single_zm_rmse,0.18443042500644333,0.18443042500644333,0.0,True
shakespeare,piecewise_rmse,0.15718093749841314,0.15718093749841314,0.0,True
shakespeare,step2_rmse,0.18285154352815539,0.18285154352815539,0.0,True
shakespeare,step2_expression,"sub[sub[x,1],log[x]]","sub[sub[x,1],log[x]]",,True
shakespeare,reranked_rmse,0.1132760654055252,0.1132760654055252,0.0,True
shakespeare,beats_single_zm,True,True,,True
shakespeare,beats_piecewise,True,True,,True
shakespeare,beats_step2,True,True,,True
shakespeare,best_start_index,10,10,0.0,True
shakespeare,best_nfev,32,32,0.0,True
shakespeare,a1,22.791711642218292,22.791711642218292,0.0,True
shakespeare,b1,2.999999999993951,2.999999999993951,0.0,True
shakespeare,c1,66.95589078915857,66.95589078915857,0.0,True
shakespeare,a2,22.71281680987549,22.71281680987549,0.0,True
shakespeare,b2,2.275772569490543,2.275772569490543,0.0,True
shakespeare,c2,999.9999999999923,999.9999999999923,0.0,True
shakespeare,k,245.1799307720734,245.1799307720734,0.0,True
shakespeare,w,1.2704441434786304,1.2704441434786304,0.0,True
shakespeare,transition_fraction,0.5444976565358106,0.5444976565358106,0.0,True
shakespeare,tried_count,100,100,0.0,True
war_and_peace,token_count,583368,583368,0.0,True
war_and_peace,vocab_size,17445,17445,0.0,True
war_and_peace,single_zm_rmse,0.182982301215073,0.182982301215073,0.0,True
war_and_peace,piecewise_rmse,0.14570243509266673,0.14570243509266673,0.0,True
war_and_peace,step2_rmse,0.18043682215068654,0.18043682215068654,0.0,True
war_and_peace,step2_expression,"sub[sub[x,1],log[x]]","sub[sub[x,1],log[x]]",,True
war_and_peace,reranked_rmse,0.11975383361263765,0.11975383361263765,0.0,True
war_and_peace,beats_single_zm,True,True,,True
war_and_peace,beats_piecewise,True,True,,True
war_and_peace,beats_step2,True,True,,True
war_and_peace,best_start_index,58,58,0.0,True
war_and_peace,best_nfev,27,27,0.0,True
war_and_peace,a1,21.974347330567586,21.974347330567586,0.0,True
war_and_peace,b1,2.9999999999999876,2.9999999999999876,0.0,True
war_and_peace,c1,56.735662959918834,56.735662959918834,0.0,True
war_and_peace,a2,22.24146230145839,22.24146230145839,0.0,True
war_and_peace,b2,2.285349611105816,2.285349611105816,0.0,True
war_and_peace,c2,999.9999999999999,999.9999999999999,0.0,True
war_and_peace,k,167.61037197710394,167.61037197710394,0.0,True
war_and_peace,w,1.3908761280150792,1.3908761280150792,0.0,True
war_and_peace,transition_fraction,0.5243926046259855,0.5243926046259855,0.0,True
war_and_peace,tried_count,100,100,0.0,True
moby_dick,token_count,219054,219054,0.0,True
moby_dick,vocab_size,16956,16956,0.0,True
moby_dick,single_zm_rmse,0.16154871217642858,0.16154871217642858,0.0,True
moby_dick,piecewise_rmse,0.1575805240920776,0.1575805240920776,0.0,True
moby_dick,step2_rmse,0.16334575772525425,0.16334575772525425,0.0,True
moby_dick,step2_expression,"eml[sub[x,1],eml[x,1]]","eml[sub[x,1],eml[x,1]]",,True
moby_dick,reranked_rmse,0.1187246779643674,0.1187246779643674,0.0,True
moby_dick,beats_single_zm,True,True,,True
moby_dick,beats_piecewise,True,True,,True
moby_dick,beats_step2,True,True,,True
moby_dick,best_start_index,77,77,0.0,True
moby_dick,best_nfev,43,43,0.0,True
moby_dick,a1,22.36453905308377,22.36453905308377,0.0,True
moby_dick,b1,2.999999999987845,2.999999999987845,0.0,True
moby_dick,c1,105.02984015879075,105.02984015879075,0.0,True
moby_dick,a2,16.411394688329953,16.411394688329953,0.0,True
moby_dick,b2,1.7192326938957794,1.7192326938957794,0.0,True
moby_dick,c2,999.9999999999475,999.9999999999475,0.0,True
moby_dick,k,172.29660444070635,172.29660444070635,0.0,True
moby_dick,w,1.1526116535200732,1.1526116535200732,0.0,True
moby_dick,transition_fraction,0.5287551939013028,0.5287551939013028,0.0,True
moby_dick,tried_count,100,100,0.0,True
king_james_bible,token_count,792180,792180,0.0,True
king_james_bible,vocab_size,12555,12555,0.0,True
king_james_bible,single_zm_rmse,0.18823043086752944,0.18823043086752944,0.0,True
king_james_bible,piecewise_rmse,0.1469518147013744,0.1469518147013744,0.0,True
king_james_bible,step2_rmse,0.1854896711109791,0.1854896711109791,0.0,True
king_james_bible,step2_expression,"sub[sub[x,1],log[x]]","sub[sub[x,1],log[x]]",,True
king_james_bible,reranked_rmse,0.11583651766338211,0.11583651766338211,0.0,True
king_james_bible,beats_single_zm,True,True,,True
king_james_bible,beats_piecewise,True,True,,True
king_james_bible,beats_step2,True,True,,True
king_james_bible,best_start_index,44,44,0.0,True
king_james_bible,best_nfev,29,29,0.0,True
king_james_bible,a1,23.089951535222884,23.089951535222884,0.0,True
king_james_bible,b1,2.9999999999966778,2.9999999999966778,0.0,True
king_james_bible,c1,73.25209441120697,73.25209441120697,0.0,True
king_james_bible,a2,23.882615912817755,23.882615912817755,0.0,True
king_james_bible,b2,2.5508434496795314,2.5508434496795314,0.0,True
king_james_bible,c2,999.9999999999999,999.9999999999999,0.0,True
king_james_bible,k,139.18042245735833,139.18042245735833,0.0,True
king_james_bible,w,1.206307790343867,1.206307790343867,0.0,True
king_james_bible,transition_fraction,0.5229748725939123,0.5229748725939123,0.0,True
king_james_bible,tried_count,100,100,0.0,True
federalist_papers,token_count,192302,192302,0.0,True
federalist_papers,vocab_size,8617,8617,0.0,True
federalist_papers,single_zm_rmse,0.19477513427832338,0.19477513427832338,0.0,True
federalist_papers,piecewise_rmse,0.14810191244314308,0.14810191244314308,0.0,True
federalist_papers,step2_rmse,0.1916277812723682,0.1916277812723682,0.0,True
federalist_papers,step2_expression,"sub[sub[x,1],log[x]]","sub[sub[x,1],log[x]]",,True
federalist_papers,reranked_rmse,0.11684528347840346,0.11684528347840346,0.0,True
federalist_papers,beats_single_zm,True,True,,True
federalist_papers,beats_piecewise,True,True,,True
federalist_papers,beats_step2,True,True,,True
federalist_papers,best_start_index,77,77,0.0,True
federalist_papers,best_nfev,30,30,0.0,True
federalist_papers,a1,20.23254365705158,20.23254365705158,0.0,True
